slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
787,786,11,6,5,"ADD:2,9;ADD:3,8;ADD:5,6;ADD:6,2;ADD:6,7;ADD:8,8;REMOVE:3,9;REMOVE:5,2;REMOVE:5,7;REMOVE:6,8;REMOVE:8,6",0:8;1:-;2:8;3:9;4:7;5:2|7;6:8;7:7;8:6;9:-,0:8;1:-;2:8|9;3:8;4:7;5:6;6:2|7;7:7;8:8;9:-,0@1=1;0@2=2;0@4=2;0@5=2;0@7=1;0@8=1;2@2=1;2@8=1;2@6=1;2@9=1;3@2=2;3@4=1;3@8=1;3@6=1;4@2=1;4@4=1;4@6=1;4@0=1;4@3=1;5@6=1;6@2=1;6@4=1;6@5=1;6@6=1;6@0=1;6@3=1;7@1=2;7@2=2;7@4=2;7@7=2;7@6=2;7@0=2;8@1=1;8@2=1;8@8=1,"1,2,4,5,7,8,6,9,0,3",45,35,35,0,1.0,-0.022799386173172342,0.5555555555555556,0.021645058271272014,0.0,0.0,0.6,0.8320808410644531,Feasible|selected=greedy
788,787,14,6,8,"ADD:0,4;ADD:3,9;ADD:4,8;ADD:5,3;ADD:7,8;ADD:8,7;REMOVE:0,8;REMOVE:2,8;REMOVE:2,9;REMOVE:3,8;REMOVE:4,7;REMOVE:5,6;REMOVE:6,2;REMOVE:8,8",0:8;1:-;2:8|9;3:8;4:7;5:6;6:2|7;7:7;8:8;9:-,0:4;1:-;2:-;3:9;4:8;5:3;6:7;7:7|8;8:7;9:-,0@2=1;0@4=2;0@6=1;3@2=1;3@1=2;3@9=1;4@4=3;4@6=1;4@8=1;5@1=1;5@3=1;6@2=2;6@4=1;6@6=1;6@1=1;6@9=1;6@3=1;6@0=1;7@2=1;7@6=1;7@1=4;7@9=1;7@8=1;7@0=1;7@5=1;7@7=1;8@7=1,"2,4,6,1,9,8,3,0,5,7",35,27,27,0,1.0,0.2229467403329063,0.8,0.022946740332906276,0.0,0.0,0.6,0.5647809505462646,Feasible|selected=greedy
789,788,10,5,5,"ADD:0,7;ADD:2,8;ADD:3,7;ADD:4,7;ADD:5,9;REMOVE:0,4;REMOVE:3,9;REMOVE:4,8;REMOVE:5,3;REMOVE:7,8",0:4;1:-;2:-;3:9;4:8;5:3;6:7;7:7|8;8:7;9:-,0:7;1:-;2:8;3:7;4:7;5:9;6:7;7:7;8:7;9:-,0@0=1;0@1=2;0@2=1;0@3=3;0@6=1;0@7=1;0@8=3;2@8=1;2@4=1;3@1=1;3@2=2;3@3=2;3@6=1;3@7=1;4@6=2;4@7=2;4@4=2;5@3=1;5@9=1;6@0=1;6@1=2;6@2=1;6@3=1;6@6=1;6@8=1;6@4=3;7@0=1;7@6=2;7@7=2;7@4=2;7@9=1;8@3=2;8@6=1;8@7=1;8@4=2;8@9=1,"0,1,2,3,6,7,8,4,9",54,36,36,0,1.0,0.14045553219290285,0.625,0.015455532192902903,0.0,0.0,0.5,0.4879648685455322,Feasible|selected=greedy
790,789,13,7,6,"ADD:2,7;ADD:3,9;ADD:4,2;ADD:5,7;ADD:6,8;ADD:7,2;ADD:8,5;REMOVE:2,8;REMOVE:3,7;REMOVE:4,7;REMOVE:5,9;REMOVE:6,7;REMOVE:8,7",0:7;1:-;2:8;3:7;4:7;5:9;6:7;7:7;8:7;9:-,0:7;1:-;2:7;3:9;4:2;5:7;6:8;7:2|7;8:5;9:-,0@0=1;0@4=2;2@4=1;2@3=2;2@8=1;2@9=1;3@9=1;3@2=2;4@4=1;4@3=2;4@2=1;5@4=1;5@9=1;5@1=1;6@2=1;6@1=1;6@5=3;6@7=1;7@0=1;7@4=1;7@9=1;7@2=1;7@1=1;7@5=1;7@7=1;8@2=1;8@5=1,"0,4,3,8,9,2,1,5,7",33,27,27,0,1.0,0.06507512655645242,0.75,0.015075126556452413,0.0,0.0,0.7,0.4404759407043457,Feasible|selected=greedy
791,790,14,7,7,"ADD:0,2;ADD:3,8;ADD:4,8;ADD:5,8;ADD:6,7;ADD:7,8;ADD:8,8;REMOVE:3,9;REMOVE:4,2;REMOVE:5,7;REMOVE:6,8;REMOVE:7,2;REMOVE:7,7;REMOVE:8,5",0:7;1:-;2:7;3:9;4:2;5:7;6:8;7:2|7;8:5;9:-,0:2|7;1:-;2:7;3:8;4:8;5:8;6:7;7:8;8:8;9:-,0@0=1;0@2=3;0@4=1;0@5=2;0@6=1;0@9=1;2@2=1;2@7=1;3@2=1;3@5=1;3@6=1;3@7=1;3@8=1;4@2=1;4@4=2;4@5=1;4@7=4;4@1=2;5@4=2;5@5=1;6@4=1;6@9=1;6@3=1;7@2=1;7@4=4;7@5=1;7@1=1;8@2=1;8@8=1;8@1=1,"0,2,4,5,6,9,7,8,1,3",42,30,30,0,1.0,0.09105590098401661,0.7777777777777778,0.013278123206238739,0.0,0.0,0.7,0.5242140293121338,Feasible|selected=greedy
792,791,14,6,8,"ADD:0,6;ADD:3,4;ADD:4,9;ADD:6,8;ADD:7,7;ADD:8,0;REMOVE:0,2;REMOVE:0,7;REMOVE:3,8;REMOVE:4,8;REMOVE:5,8;REMOVE:6,7;REMOVE:7,8;REMOVE:8,8",0:2|7;1:-;2:7;3:8;4:8;5:8;6:7;7:8;8:8;9:-,0:6;1:-;2:7;3:4;4:9;5:-;6:8;7:7;8:0;9:-,0@1=1;0@6=1;2@6=1;2@0=1;2@2=1;3@2=1;3@4=1;4@1=1;4@6=1;4@2=1;4@3=1;6@6=1;6@2=1;6@4=1;6@5=2;7@1=2;7@0=1;7@2=2;7@4=1;7@8=1;8@0=1,"1,6,0,2,4,3,5,8",24,21,21,0,1.0,0.3018703737213687,0.8888888888888888,0.012981484832479857,0.0,0.0,0.6,0.4070730209350586,Feasible|selected=greedy
793,792,12,7,5,"ADD:2,5;ADD:3,0;ADD:3,7;ADD:4,7;ADD:5,2;ADD:6,7;ADD:7,2;REMOVE:0,6;REMOVE:2,7;REMOVE:3,4;REMOVE:4,9;REMOVE:8,0",0:6;1:-;2:7;3:4;4:9;5:-;6:8;7:7;8:0;9:-,0:-;1:-;2:5;3:0|7;4:7;5:2;6:7|8;7:2|7;8:-;9:-,2@5=1;3@5=1;3@0=1;3@6=1;3@7=1;4@7=1;4@1=1;5@2=2;6@5=1;6@0=1;6@6=1;6@1=1;6@4=1;7@5=1;7@0=1;7@1=2;7@2=1;7@4=1;7@3=2;7@9=1,"5,0,6,7,1,2,4,3,9",23,20,20,0,1.0,0.04333523924775262,0.7142857142857143,0.02904952496203833,0.0,0.0,0.7,0.4162120819091797,Feasible|selected=greedy
794,793,11,5,6,"ADD:0,9;ADD:2,9;ADD:4,4;ADD:5,5;ADD:8,8;REMOVE:2,5;REMOVE:3,0;REMOVE:4,7;REMOVE:5,2;REMOVE:6,8;REMOVE:7,2",0:-;1:-;2:5;3:0|7;4:7;5:2;6:7|8;7:2|7;8:-;9:-,0:9;1:-;2:9;3:7;4:4;5:5;6:7;7:7;8:8;9:-,0@1=1;0@6=2;0@7=1;0@9=1;2@6=1;2@2=1;3@1=1;3@6=1;3@2=1;3@3=1;3@4=3;3@8=1;4@2=1;4@4=2;5@3=1;5@0=1;5@5=1;6@6=1;6@7=1;6@9=1;6@2=1;6@3=1;6@4=2;7@6=1;7@7=1;7@2=2;7@3=1;7@4=1;8@2=1;8@4=1;8@8=1,"1,6,7,9,2,3,4,8,0,5",37,31,31,0,1.0,0.18623684663155948,0.6666666666666666,0.01957017996489289,0.0,0.0,0.5,0.5065741539001465,Feasible|selected=greedy
795,794,14,8,6,"ADD:0,7;ADD:0,8;ADD:2,2;ADD:4,7;ADD:5,4;ADD:6,2;ADD:6,9;ADD:8,2;REMOVE:0,9;REMOVE:2,9;REMOVE:4,4;REMOVE:5,5;REMOVE:6,7;REMOVE:8,8",0:9;1:-;2:9;3:7;4:4;5:5;6:7;7:7;8:8;9:-,0:7|8;1:-;2:2;3:7;4:7;5:4;6:2|9;7:7;8:2;9:-,0@0=1;0@1=1;0@3=2;0@4=3;0@5=2;0@8=1;2@0=1;2@2=2;3@0=1;3@1=1;3@9=1;4@0=1;4@3=2;4@4=3;4@9=1;5@4=1;5@2=1;5@6=1;6@5=1;6@2=2;6@9=1;6@6=1;7@1=2;7@4=2;7@2=1;7@6=2;7@7=2;8@0=1;8@3=2;8@4=1;8@2=2,"0,1,3,4,5,8,2,9,6,7",46,31,31,0,1.0,-0.02638118164929082,0.75,0.02361881835070907,0.0,0.0,0.7999999999999999,0.5297000408172607,Feasible|selected=greedy
796,795,14,6,8,"ADD:1,2;ADD:3,2;ADD:4,2;ADD:5,5;ADD:6,7;ADD:8,5;REMOVE:0,8;REMOVE:2,2;REMOVE:3,7;REMOVE:4,7;REMOVE:5,4;REMOVE:6,2;REMOVE:6,9;REMOVE:8,2",0:7|8;1:-;2:2;3:7;4:7;5:4;6:2|9;7:7;8:2;9:-,0:7;1:2;2:-;3:2;4:2;5:5;6:7;7:7;8:5;9:-,0@1=1;0@2=2;0@3=2;0@7=1;0@8=1;1@3=1;1@4=1;1@5=2;3@3=2;3@4=3;3@5=1;3@9=1;4@3=1;4@7=2;4@4=2;4@5=1;4@0=1;5@3=2;5@5=1;6@2=1;6@7=2;6@4=1;6@0=1;7@1=1;7@2=2;7@8=1;7@4=3;7@0=3;8@5=1,"1,2,3,7,8,4,5,9,0",44,29,29,0,1.0,0.211763193124905,0.8,0.011763193124904937,0.0,0.0,0.6,0.47611403465270996,Feasible|selected=greedy
797,796,12,6,6,"ADD:1,1;ADD:3,7;ADD:4,9;ADD:5,8;ADD:6,4;ADD:8,9;REMOVE:1,2;REMOVE:3,2;REMOVE:4,2;REMOVE:5,5;REMOVE:6,7;REMOVE:8,5",0:7;1:2;2:-;3:2;4:2;5:5;6:7;7:7;8:5;9:-,0:7;1:1;2:-;3:7;4:9;5:8;6:4;7:7;8:9;9:-,0@1=1;0@3=1;0@7=1;0@8=1;1@1=1;1@8=2;1@9=2;3@1=1;3@9=1;3@2=3;3@4=2;4@9=1;5@1=1;5@5=1;6@2=1;6@4=1;7@1=1;7@7=2;7@4=3;8@1=1;8@9=1;8@2=1,"1,3,7,8,9,2,4,5",30,22,22,0,1.0,0.17299650523863497,0.75,0.022996505238634935,0.0,0.0,0.6,0.42984867095947266,Feasible|selected=greedy
798,797,14,8,6,"ADD:1,7;ADD:2,3;ADD:2,7;ADD:3,2;ADD:4,8;ADD:6,3;ADD:6,9;ADD:8,4;REMOVE:1,1;REMOVE:3,7;REMOVE:4,9;REMOVE:5,8;REMOVE:6,4;REMOVE:8,9",0:7;1:1;2:-;3:7;4:9;5:8;6:4;7:7;8:9;9:-,0:7;1:7;2:3|7;3:2;4:8;5:-;6:3|9;7:7;8:4;9:-,0@0=1;0@3=1;0@4=1;0@9=1;1@4=2;1@9=1;1@1=1;2@3=2;2@4=1;2@1=1;2@5=1;2@7=1;3@0=2;3@3=1;3@4=1;3@5=1;4@4=1;4@2=1;4@8=1;6@3=1;6@9=1;6@1=1;6@5=1;6@7=2;6@6=2;7@3=1;7@4=2;7@1=1;7@8=2;8@4=1,"0,3,4,9,1,5,7,2,8,6",37,30,30,0,1.0,-0.03039455169173766,0.75,0.019605448308262313,0.0,0.0,0.7999999999999999,0.5569641590118408,Feasible|selected=greedy
799,798,15,7,8,"ADD:0,2;ADD:2,8;ADD:3,7;ADD:4,9;ADD:5,8;ADD:6,2;ADD:8,1;REMOVE:0,7;REMOVE:2,3;REMOVE:2,7;REMOVE:3,2;REMOVE:4,8;REMOVE:6,3;REMOVE:6,9;REMOVE:8,4",0:7;1:7;2:3|7;3:2;4:8;5:-;6:3|9;7:7;8:4;9:-,0:2;1:7;2:8;3:7;4:9;5:8;6:2;7:7;8:1;9:-,0@0=1;0@2=1;0@4=1;1@7=1;2@2=1;2@8=1;3@2=1;3@7=1;3@8=1;3@1=1;3@3=1;3@9=1;4@2=1;4@1=1;4@9=1;5@4=1;5@8=1;5@1=1;6@2=1;6@4=1;6@5=1;7@4=1;7@7=1;7@1=1;8@1=2,"0,2,4,7,8,1,3,9,5",26,25,25,0,1.0,0.1350394701160471,0.8,0.03503947011604707,0.0,0.0,0.7,0.4623129367828369,Feasible|selected=greedy
800,799,9,3,6,"ADD:5,7;ADD:6,8;ADD:8,9;REMOVE:0,2;REMOVE:1,7;REMOVE:2,8;REMOVE:5,8;REMOVE:6,2;REMOVE:8,1",0:2;1:7;2:8;3:7;4:9;5:8;6:2;7:7;8:1;9:-,0:-;1:-;2:-;3:7;4:9;5:7;6:8;7:7;8:9;9:-,3@0=1;3@2=2;3@7=1;4@2=1;4@9=1;5@9=1;5@4=1;5@8=1;6@4=1;6@1=1;7@0=1;7@2=1;7@7=2;7@9=1;7@8=1;8@2=1;8@9=1;8@3=1,"0,2,7,9,4,8,1,3",20,18,18,0,1.0,0.391620953179208,0.6666666666666666,0.024954286512541387,0.0,0.0,0.30000000000000004,0.4085812568664551,Feasible|selected=greedy
801,800,11,7,4,"ADD:0,5;ADD:0,9;ADD:2,5;ADD:3,8;ADD:4,8;ADD:5,2;ADD:7,2;REMOVE:3,7;REMOVE:4,9;REMOVE:5,7;REMOVE:6,8",0:-;1:-;2:-;3:7;4:9;5:7;6:8;7:7;8:9;9:-,0:5|9;1:-;2:5;3:8;4:8;5:2;6:-;7:2|7;8:9;9:-,0@5=1;0@9=1;2@5=1;3@2=2;3@4=3;3@7=3;3@8=2;4@5=1;4@2=1;4@6=1;5@2=2;5@0=1;7@5=1;7@2=1;7@4=2;7@0=6;7@1=1;7@3=1;8@9=1;8@2=1;8@1=1,"5,9,2,4,7,8,6,0,1,3",34,21,21,0,1.0,-0.0061599330893887805,0.6666666666666666,0.027173400243944563,0.0,0.0,0.7,0.4608728885650635,Feasible|selected=greedy
802,801,11,5,6,"ADD:0,4;ADD:1,7;ADD:2,8;ADD:4,2;ADD:8,7;REMOVE:0,5;REMOVE:0,9;REMOVE:2,5;REMOVE:4,8;REMOVE:7,2;REMOVE:8,9",0:5|9;1:-;2:5;3:8;4:8;5:2;6:-;7:2|7;8:9;9:-,0:4;1:7;2:8;3:8;4:2;5:2;6:-;7:7;8:7;9:-,0@4=1;1@4=2;1@1=2;1@2=2;1@3=1;1@8=1;2@4=1;2@1=1;3@4=3;3@1=2;3@2=1;3@8=1;4@4=2;4@2=1;4@9=1;5@2=1;5@0=1;7@4=1;7@1=1;7@2=1;7@3=2;7@9=1;7@0=2;7@6=1;8@4=1;8@0=1,"4,1,2,3,8,9,0,6",35,26,26,0,1.0,0.17857411628792486,0.6666666666666666,0.011907449621258205,0.0,0.0,0.5,0.48603010177612305,Feasible|selected=greedy
803,802,4,2,2,"ADD:3,9;ADD:6,8;REMOVE:0,4;REMOVE:3,8",0:4;1:7;2:8;3:8;4:2;5:2;6:-;7:7;8:7;9:-,0:-;1:7;2:8;3:9;4:2;5:2;6:8;7:7;8:7;9:-,1@3=1;1@4=2;1@7=1;1@9=1;2@4=1;2@1=2;2@5=1;2@6=1;2@8=1;3@1=1;3@2=1;4@3=1;4@4=1;4@5=3;4@8=1;4@2=1;5@2=1;6@6=1;6@8=1;6@2=1;7@3=2;7@4=1;7@9=2;7@1=1;7@2=2;8@7=1,"3,4,7,9,1,5,6,8,2",33,26,26,0,1.0,0.06883819516117129,0.25,0.01883819516117131,0.0,0.0,0.2,0.41971492767333984,Feasible|selected=greedy
804,803,11,5,6,"ADD:3,2;ADD:4,7;ADD:5,1;ADD:6,9;ADD:7,9;REMOVE:1,7;REMOVE:3,9;REMOVE:4,2;REMOVE:5,2;REMOVE:6,8;REMOVE:7,7",0:-;1:7;2:8;3:9;4:2;5:2;6:8;7:7;8:7;9:-,0:-;1:-;2:8;3:2;4:7;5:1;6:9;7:9;8:7;9:-,2@1=1;2@2=2;2@4=1;3@4=1;3@0=1;3@3=1;3@5=1;4@2=1;4@3=1;4@7=1;5@1=3;6@1=1;6@2=2;7@1=1;7@2=1;7@9=1;8@4=1;8@3=1,"1,2,4,0,3,5,7,9",22,18,18,0,1.0,0.27509572819234573,0.75,0.025095728192345707,0.0,0.0,0.5,0.3728373050689697,Feasible|selected=greedy
805,804,12,6,6,"ADD:2,4;ADD:3,8;ADD:5,6;ADD:7,2;ADD:7,8;ADD:8,9;REMOVE:2,8;REMOVE:3,2;REMOVE:5,1;REMOVE:6,9;REMOVE:7,9;REMOVE:8,7",0:-;1:-;2:8;3:2;4:7;5:1;6:9;7:9;8:7;9:-,0:-;1:-;2:4;3:8;4:7;5:6;6:-;7:2|8;8:9;9:-,2@4=1;3@4=1;3@2=1;3@5=1;3@7=1;3@8=1;4@4=1;4@7=2;4@0=1;4@1=1;4@6=1;5@6=1;7@4=2;7@2=1;7@5=2;7@0=1;7@1=1;8@9=1,"4,2,5,7,8,0,1,6,9",21,18,18,0,1.0,0.29165213803146306,0.8571428571428571,0.03450928088860595,0.0,0.0,0.6,0.3952620029449463,Feasible|selected=greedy
806,805,11,5,6,"ADD:2,3;ADD:3,6;ADD:4,3;ADD:5,7;ADD:8,1;REMOVE:2,4;REMOVE:3,8;REMOVE:4,7;REMOVE:5,6;REMOVE:7,2;REMOVE:8,9",0:-;1:-;2:4;3:8;4:7;5:6;6:-;7:2|8;8:9;9:-,0:-;1:-;2:3;3:6;4:3;5:7;6:-;7:8;8:1;9:-,2@1=1;2@3=1;3@1=1;3@4=1;3@6=1;3@7=1;4@3=1;4@2=1;5@0=1;5@8=1;7@8=1;7@5=1;8@1=1,"1,3,4,6,7,2,0,8,5",13,13,13,0,1.0,0.397498818206275,0.8571428571428571,0.040355961063417885,0.0,0.0,0.5,0.37288594245910645,Feasible|selected=greedy
807,806,8,4,4,"ADD:2,2;ADD:3,0;ADD:4,1;ADD:8,2;REMOVE:2,3;REMOVE:3,6;REMOVE:4,3;REMOVE:8,1",0:-;1:-;2:3;3:6;4:3;5:7;6:-;7:8;8:1;9:-,0:-;1:-;2:2;3:0;4:1;5:7;6:-;7:8;8:2;9:-,2@2=1;3@0=1;4@1=1;4@3=1;4@6=1;5@0=1;5@4=1;7@1=2;7@4=5;7@7=3;7@8=1;8@2=1;8@3=1;8@4=1,"2,0,1,3,6,4,7,8",21,14,14,0,1.0,0.29116110800379613,0.6666666666666666,0.024494441337129497,0.0,0.0,0.4,0.3705120086669922,Feasible|selected=greedy
808,807,11,6,5,"ADD:1,7;ADD:2,0;ADD:3,5;ADD:4,2;ADD:5,3;ADD:7,7;REMOVE:2,2;REMOVE:3,0;REMOVE:4,1;REMOVE:5,7;REMOVE:7,8",0:-;1:-;2:2;3:0;4:1;5:7;6:-;7:8;8:2;9:-,0:-;1:7;2:0;3:5;4:2;5:3;6:-;7:7;8:2;9:-,1@1=1;1@4=2;1@7=2;1@8=1;1@9=1;2@7=2;2@0=1;2@5=1;3@5=1;4@4=1;4@9=2;4@5=1;4@2=1;5@1=1;5@7=1;5@9=1;5@5=1;7@1=2;7@4=1;7@7=1;7@9=1;7@2=2;8@4=1;8@9=1;8@5=1,"1,4,7,8,9,0,5,2",31,25,25,0,1.0,0.2529065832231312,0.8333333333333334,0.01957324988979777,0.0,0.0,0.6,0.4679429531097412,Feasible|selected=greedy
809,808,16,9,7,"ADD:1,2;ADD:2,7;ADD:3,7;ADD:4,8;ADD:5,9;ADD:6,6;ADD:7,2;ADD:7,8;ADD:8,4;REMOVE:1,7;REMOVE:2,0;REMOVE:3,5;REMOVE:4,2;REMOVE:5,3;REMOVE:7,7;REMOVE:8,2",0:-;1:7;2:0;3:5;4:2;5:3;6:-;7:7;8:2;9:-,0:-;1:2;2:7;3:7;4:8;5:9;6:6;7:2|8;8:4;9:-,1@2=1;1@5=1;1@9=1;2@2=2;2@0=1;2@1=3;2@4=1;3@2=1;3@0=1;3@4=3;3@3=1;3@7=1;4@2=1;4@1=1;4@4=2;5@9=1;5@6=1;6@4=1;6@6=1;7@2=1;7@5=1;7@4=2;7@3=1;7@6=2;7@8=1;8@4=1,"2,5,9,0,1,4,3,7,6,8",34,26,26,0,1.0,0.12018356946713249,1.0,0.020183569467132338,0.0,0.0,0.8999999999999999,0.5085639953613281,Feasible|selected=greedy
810,809,13,7,6,"ADD:1,8;ADD:2,4;ADD:3,2;ADD:5,2;ADD:6,5;ADD:6,8;ADD:7,6;REMOVE:1,2;REMOVE:2,7;REMOVE:3,7;REMOVE:6,6;REMOVE:7,2;REMOVE:7,8",0:-;1:2;2:7;3:7;4:8;5:9;6:6;7:2|8;8:4;9:-,0:-;1:8;2:4;3:2;4:8;5:2|9;6:5|8;7:6;8:4;9:-,1@4=1;1@8=1;2@4=1;3@4=1;3@2=2;3@5=1;3@7=1;3@9=1;4@4=1;4@8=1;4@2=2;4@1=1;4@6=1;5@2=1;5@5=1;5@9=1;5@6=1;6@8=1;6@2=4;6@5=1;6@6=1;6@0=1;7@8=1;7@9=2;7@1=1;7@6=1;8@4=1,"4,8,2,5,7,9,1,6,0",33,27,27,0,1.0,0.0005807912734472342,0.6666666666666666,0.033914124606780574,0.0,0.0,0.7,0.4587409496307373,Feasible|selected=greedy
811,810,14,6,8,"ADD:2,8;ADD:3,7;ADD:5,6;ADD:6,6;ADD:7,7;ADD:8,7;REMOVE:2,4;REMOVE:3,2;REMOVE:5,2;REMOVE:5,9;REMOVE:6,5;REMOVE:6,8;REMOVE:7,6;REMOVE:8,4",0:-;1:8;2:4;3:2;4:8;5:2|9;6:5|8;7:6;8:4;9:-,0:-;1:8;2:8;3:7;4:8;5:6;6:6;7:7;8:7;9:-,1@4=2;1@8=1;2@1=1;2@2=2;2@5=1;2@6=1;3@4=1;3@7=1;4@4=1;4@8=1;4@5=1;4@6=1;5@6=1;6@6=1;7@8=1;7@1=1;7@0=1;7@9=1;8@4=1;8@1=1;8@2=2;8@6=1;8@0=1,"4,8,1,2,5,6,7,0,9",26,23,23,0,1.0,0.219606031961194,0.8,0.01960603196119392,0.0,0.0,0.6,0.4605989456176758,Feasible|selected=greedy
812,811,9,5,4,"ADD:1,9;ADD:2,7;ADD:5,7;ADD:6,2;ADD:8,3;REMOVE:2,8;REMOVE:5,6;REMOVE:6,6;REMOVE:8,7",0:-;1:8;2:8;3:7;4:8;5:6;6:6;7:7;8:7;9:-,0:-;1:8|9;2:7;3:7;4:8;5:7;6:2;7:7;8:3;9:-,1@2=1;1@6=1;1@8=1;1@9=1;2@2=3;2@0=1;2@7=1;3@7=1;3@4=2;4@2=1;4@8=1;4@5=1;5@7=1;5@1=2;6@2=1;6@8=2;6@4=1;6@3=1;7@8=1;7@0=1;7@7=2;7@4=1;8@1=1;8@3=1,"2,6,8,9,0,7,4,5,1,3",30,24,24,0,1.0,0.03129808880590079,0.5,0.03129808880590079,0.0,0.0,0.5,0.4402799606323242,Feasible|selected=greedy
813,812,15,7,8,"ADD:1,2;ADD:2,9;ADD:4,5;ADD:5,2;ADD:6,8;ADD:7,2;ADD:8,7;REMOVE:1,8;REMOVE:1,9;REMOVE:2,7;REMOVE:4,8;REMOVE:5,7;REMOVE:6,2;REMOVE:7,7;REMOVE:8,3",0:-;1:8|9;2:7;3:7;4:8;5:7;6:2;7:7;8:3;9:-,0:-;1:2;2:9;3:7;4:5;5:2;6:8;7:2;8:7;9:-,1@0=1;1@2=1;1@3=1;2@9=1;3@2=1;3@9=1;3@4=1;3@7=1;4@2=3;4@5=1;5@2=1;5@9=1;5@8=1;6@4=1;6@8=1;6@6=1;7@0=1;7@2=3;7@7=1;7@5=2;7@8=2;8@0=1;8@9=1;8@7=1,"0,2,3,9,4,7,5,8,6",30,24,24,0,1.0,0.2201809101400677,0.8888888888888888,0.031292021251178755,0.0,0.0,0.7,0.42534828186035156,Feasible|selected=greedy
814,813,12,5,7,"ADD:4,7;ADD:5,8;ADD:6,9;ADD:7,8;ADD:7,9;REMOVE:1,2;REMOVE:2,9;REMOVE:3,7;REMOVE:4,5;REMOVE:5,2;REMOVE:6,8;REMOVE:7,2",0:-;1:2;2:9;3:7;4:5;5:2;6:8;7:2;8:7;9:-,0:-;1:-;2:-;3:-;4:7;5:8;6:9;7:8|9;8:7;9:-,4@1=1;4@3=1;4@4=1;4@8=1;5@1=1;5@4=2;6@1=1;6@2=1;6@6=1;7@1=1;7@4=1;7@5=3;7@9=1;8@2=1;8@0=1;8@7=1,"1,3,4,8,2,6,5,9,0,7",19,16,16,0,1.0,0.3853835950335216,0.875,0.010383595033521546,0.0,0.0,0.5,0.37802982330322266,Feasible|selected=greedy
815,814,13,7,6,"ADD:2,2;ADD:3,4;ADD:4,4;ADD:5,4;ADD:6,5;ADD:7,7;ADD:8,8;REMOVE:4,7;REMOVE:5,8;REMOVE:6,9;REMOVE:7,8;REMOVE:7,9;REMOVE:8,7",0:-;1:-;2:-;3:-;4:7;5:8;6:9;7:8|9;8:7;9:-,0:-;1:-;2:2;3:4;4:4;5:4;6:5;7:7;8:8;9:-,2@0=1;2@2=1;2@4=1;3@4=1;4@2=1;4@4=1;5@4=1;6@0=1;6@2=1;6@5=2;7@0=1;7@2=1;7@4=4;7@1=2;7@8=1;7@9=1;8@2=1;8@1=1;8@8=1,"0,2,4,5,1,8,9",24,19,19,0,1.0,0.3308581644353088,1.0,0.030858164435308644,0.0,0.0,0.7,0.4127490520477295,Feasible|selected=greedy
816,815,14,7,7,"ADD:2,7;ADD:3,8;ADD:4,8;ADD:5,5;ADD:6,3;ADD:7,8;ADD:8,5;REMOVE:2,2;REMOVE:3,4;REMOVE:4,4;REMOVE:5,4;REMOVE:6,5;REMOVE:7,7;REMOVE:8,8",0:-;1:-;2:2;3:4;4:4;5:4;6:5;7:7;8:8;9:-,0:-;1:-;2:7;3:8;4:8;5:5;6:3;7:8;8:5;9:-,2@1=1;2@2=4;2@6=1;2@7=1;3@2=1;3@4=1;3@8=1;4@1=1;4@2=2;4@4=1;4@5=1;5@5=1;5@3=1;6@1=1;6@5=1;6@3=1;7@1=4;7@2=1;7@6=1;7@4=1;7@8=1;8@2=1;8@5=1;8@3=1,"1,2,6,7,4,8,5,3",31,24,24,0,1.0,0.3206226675283168,1.0,0.02062266752831685,0.0,0.0,0.7,0.5787093639373779,Feasible|selected=greedy
817,816,16,9,7,"ADD:0,8;ADD:1,1;ADD:2,2;ADD:4,7;ADD:5,7;ADD:6,7;ADD:7,2;ADD:7,7;ADD:8,7;REMOVE:2,7;REMOVE:3,8;REMOVE:4,8;REMOVE:5,5;REMOVE:6,3;REMOVE:7,8;REMOVE:8,5",0:-;1:-;2:7;3:8;4:8;5:5;6:3;7:8;8:5;9:-,0:8;1:1;2:2;3:-;4:7;5:7;6:7;7:2|7;8:7;9:-,0@1=2;0@4=2;0@6=1;0@8=1;1@1=1;2@4=1;2@0=1;2@2=2;2@3=1;4@4=1;4@7=3;4@9=1;5@4=2;5@0=1;6@6=1;6@0=1;6@9=1;7@4=2;7@6=1;7@0=1;7@2=3;7@3=1;7@9=1;7@5=1;8@4=1;8@3=1;8@7=1,"1,4,6,8,0,2,3,7,9,5",36,27,27,0,1.0,0.13362419020836858,1.0,0.03362419020836853,0.0,0.0,0.8999999999999999,0.49144911766052246,Feasible|selected=greedy
